run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,8516.5,9708,209981.946595918,9711.77,2042865.03195772,9720.5538,12467023.5602158,0.99995633897849,8.18303457997129e-05,1.00047436777429,0,1,0,1,0,1,0,9708.7,382.244,1126.30955555556,5859.13014343434,0.999218663182088,1,0,0,0,0,7196.03755102041,5724.50459183675,2064.76679955102,2.38657794105677e-05,0.000134165344323313,0,0,0
4,50,6947.22,11976.7,619104.60197551,11972.288,3713254.63081159,11980.201,3986174.20194673,1.00101480822875,8.26828433660886e-05,1.00068299456248,0,1,0,1,0,1,0,11982.62,613.792,1724.80266666667,4754.59970707071,1.00127985874785,1,0,0,0,0,5908.77591836733,5139.65985306123,759.28784591837,2.29690194939977e-05,9.44681425384331e-05,0,0,0
5,50,4818.14530612245,13641.6,591623.049534694,13640.744,2272570.49467372,13633.4602,3999494.81602171,0.999992825370107,3.53554134978525e-05,1.00113944143188,0,1,0,1,0,1,0,13640.76,459.216,1050.08888888889,4861.40828484849,1.00022029508873,1,0,0,0,0,4905.88081632652,5077.95761632653,1146.52429995918,1.3524322541377e-05,5.69712108764381e-05,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,50,4636.13102040816,11826.096,173439.520167347,11826.928,860838.496112069,11847.7926,4189326.9227669,0.999582072508673,4.43387491117838e-05,0.997829092516747,0,1,0,1,0,1,0,11824.46,371.394,896.025777777778,4596.75835757576,1.00006876170519,1,0,0,0,0,4528.46079999999,4886.00777142858,1164.58205228572,1.52465382606353e-05,7.9377208997312e-05,0,0,0
10,50,4071.5493877551,13566.72,122640.215102041,13565.562,1501697.83467821,13572.6214,3861170.20154876,1.00024739329936,4.08507708798715e-05,0.99901800971728,0,1,0,1,0,1,0,13568.04,392.6,1158.84866666667,3840.91081010101,0.999882511867298,1,0,0,0,0,3683.96897959183,3269.37383265306,573.525673510204,1.16621962856729e-05,4.23942319994169e-05,0,0,0
